CourseType,Description,Locations,MaximumAge,MinimumAge,Provider,SkillLevel,Title,Topic,URL
iD Tech Camps | Weeklong,"Imagine a room, a level, or a whole world, then build it to scale. Maybe you'll construct cities from the bones of dragons or create a cloud metropolis where inhabitants never see the ground. Use MagicaVoxel to flesh out each setting with geometric shapes, then put the pieces together and add interactive elements in Unity, the tool used by professional game developers. Harness the endless possibilities of Unity to create immersive environments your viewers won't want to leave.","['Tempe, AZ', 'San Francisco, CA', 'Santa Clara, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Denver, CO', 'Fairfield, CT', 'Middletown, CT', 'Winter Park, FL', 'Coral Gables, FL', 'Atlanta, GA', 'Lisle, IL', 'Lake Forest, IL', 'West Lafayette, IN', 'Towson, MD', 'College Park, MD', 'Amherst, MA', 'Waltham, MA', 'Cambridge, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'St. Louis, MO', 'Garden City, NY', 'New York, NY', 'New York, NY', 'Raleigh, NC', 'Chapel Hill, NC', 'Cincinnati, OH', 'Pittsburgh, PA', 'Villanova, PA', 'West Chester, PA', 'Nashville, TN', 'Houston, TX', 'Fort Worth, TX', 'Richardson, TX', 'Charlottesville, VA', 'Seattle, WA', 'Seattle, WA', 'Washington, D.C.', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,Level Design with Unity,"Design, Game Development",https://www.idtech.com/courses/level-design-with-unity
iD Tech Camps | Weeklong,"Design and develop a complete game with the power of Unity, the most popular tool among game developers. Build design skills applicable to college and beyond while using C# to bring games to life. Delve into all aspects of game creation with a full development pipeline, implementing art, sound, and scripts to complete a project you can be proud of and take home.","['Tempe, AZ', 'San Francisco, CA', 'Santa Clara, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Denver, CO', 'Fairfield, CT', 'Middletown, CT', 'Winter Park, FL', 'Coral Gables, FL', 'Atlanta, GA', 'Lisle, IL', 'Lake Forest, IL', 'West Lafayette, IN', 'Towson, MD', 'College Park, MD', 'Amherst, MA', 'Waltham, MA', 'Cambridge, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'St. Louis, MO', 'Garden City, NY', 'New York, NY', 'New York, NY', 'Raleigh, NC', 'Chapel Hill, NC', 'Cincinnati, OH', 'Pittsburgh, PA', 'Villanova, PA', 'West Chester, PA', 'Nashville, TN', 'Houston, TX', 'Fort Worth, TX', 'Richardson, TX', 'Charlottesville, VA', 'Seattle, WA', 'Seattle, WA', 'Washington, D.C.', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,Program Games with Unity and C#,"Coding, Game Development",https://www.idtech.com/courses/program-games-with-unity-and-c-sharp
iD Tech Camps | Weeklong,"Push the limits of what’s possible and create unique experiences while working with the full suite of tools in Unreal Engine—an established industry-leading game engine used to create award-winning video games. Begin by exploring how to develop traditional game types such as FPS, Platformers, and Racing games. Then use Blueprints, a visual programming language, to modify and create gameplay events such as moving platforms and checkpoints.","['Hong Kong', 'Tempe, AZ', 'Sacramento, CA', 'San Francisco, CA', 'Santa Clara, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Pomona, CA', 'Pasadena, CA', 'Long Beach, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'San Diego, CA', 'Fort Collins, CO', 'Denver, CO', 'Fairfield, CT', 'Middletown, CT', 'Boca Raton, FL', 'Winter Park, FL', 'Coral Gables, FL', 'Jacksonville, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Lake Forest, IL', 'Evanston, IL', 'Towson, MD', 'College Park, MD', 'Amherst, MA', 'Waltham, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'St. Louis, MO', 'Las Vegas, NV', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'Garden City, NY', 'New York, NY', 'Purchase, NY', 'New York, NY', 'Davidson, NC', 'Raleigh, NC', 'Charlotte, NC', 'Chapel Hill, NC', 'Cleveland, OH', 'Cincinnati, OH', 'Pittsburgh, PA', 'Villanova, PA', 'Memphis, TN', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Fort Worth, TX', 'Houston, TX', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,Programming Game Mechanics with Unreal,"Coding, Game Development",https://www.idtech.com/courses/programming-game-mechanics-with-unreal
iD Tech Camps | Weeklong,"Roblox is the game creation platform that’s for users, by users. With more than 60 million players per month and ever-expanding user-generated content, the possibilities of the world of Roblox are infinite. Coding and game design collide in this exciting new course: build your Lua coding and 3D game design skills to join the marketplace, publish your games, and sell your work!","['Tempe, AZ', 'Sacramento, CA', 'Santa Clara, CA', 'Palo Alto, CA', 'Pomona, CA', 'San Marcos, CA', 'Pasadena, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Denver, CO', 'Fairfield, CT', 'Middletown, CT', 'Boca Raton, FL', 'Winter Park, FL', 'Coral Gables, FL', 'Atlanta, GA', 'Evanston, IL', 'West Lafayette, IN', 'College Park, MD', 'Waltham, MA', 'Cambridge, MA', 'Cambridge, MA', 'St. Paul, MN', 'St. Louis, MO', 'Madison, NJ', 'West Long Branch, NJ', 'South Orange, NJ', 'New York, NY', 'New York, NY', 'New York, NY', 'Raleigh, NC', 'Columbus, OH', 'Cincinnati, OH', 'Villanova, PA', 'West Chester, PA', 'Nashville, TN', 'Houston, TX', 'Austin, TX', 'Westlake, TX', 'Williamsburg, VA', 'Falls Church, VA', 'Seattle, WA', 'Seattle, WA', 'Washington, D.C.']",17,13,iDTech,Beginner-Advanced,Roblox Entrepreneur: Lua Coding and Game Creation,"Coding, Design, Game Development",https://www.idtech.com/courses/roblox-entrepreneur-lua-coding-and-game-creation
iD Tech Camps | Weeklong,"Explore the worlds of robotics, engineering, and coding with the VEX Robotics Design System. Get hands-on to build a frame and base for the robot and engineer its wiring. Teams must adapt their robots to compete in user-piloted challenges and obstacle courses, as well as autonomous robot challenges requiring programming using the ROBOTC software. May the best bot win!","['Hong Kong', 'Tempe, AZ', 'Sacramento, CA', 'San Francisco, CA', 'Santa Clara, CA', 'Moraga, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Pomona, CA', 'Los Angeles, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Denver, CO', 'Coral Gables, FL', 'Jacksonville, FL', 'Atlanta, GA', 'Lisle, IL', 'Lake Forest, IL', 'Evanston, IL', 'West Lafayette, IN', 'College Park, MD', 'Waltham, MA', 'Cambridge, MA', 'Needham, MA', 'Southborough, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'St. Louis, MO', 'Madison, NJ', 'Princeton, NJ', 'Queens, NY', 'Raleigh, NC', 'Chapel Hill, NC', 'Columbus, OH', 'Pittsburgh, PA', 'Villanova, PA', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Austin, TX', 'Richardson, TX', 'Houston, TX', 'Williamsburg, VA', 'Seattle, WA', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,Robotics Engineering and Coding Lab with VEX,"Coding, Robotics",https://www.idtech.com/courses/robotics-engineering-and-coding-lab-with-vex
iD Tech Camps | Weeklong,"Imagination comes to life with digital shorts for YouTube. Learn the stages of production by planning and storyboarding, then collaborate with peers and film with professional equipment. Use Adobe Premiere to edit clips into a visionary experience, and add a personal touch with custom-made animations and special effects with Adobe After Effects. Share your epic story with the world!","['Tempe, AZ', 'Sacramento, CA', 'San Francisco, CA', 'Santa Clara, CA', 'Moraga, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Thousand Oaks, CA', 'Pomona, CA', 'Long Beach, CA', 'Los Angeles, CA', 'Irvine, CA', 'La Jolla, CA', 'Santa Barbara, CA', 'Los Angeles, CA', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'Middletown, CT', 'Winter Park, FL', 'Coral Gables, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Lake Forest, IL', 'Evanston, IL', 'Indianapolis, IN', 'Louisville, KY', 'Towson, MD', 'College Park, MD', 'Waltham, MA', 'Cambridge, MA', 'Cambridge, MA', 'Southborough, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Kansas City, MO', 'St. Louis, MO', 'Las Vegas, NV', 'Manchester, NH', 'Madison, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mt Laurel, NJ', 'New York, NY', 'New York, NY', 'New York, NY', 'New Paltz, NY', 'Chapel Hill, NC', 'Cleveland, OH', 'Columbus, OH', 'Cincinnati, OH', 'Pittsburgh, PA', 'Villanova, PA', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Falls Church, VA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,Video Production and Special Effects for YouTube,Design,https://www.idtech.com/courses/video-production-and-special-effects-for-youtube
iD Game Design & Development Academy | Two-week,"In week one, discover how to bring your vision into the game world using 3D modeling with Autodesk Maya. Create highly detailed environmental assets used in game development like factory parts and scenery. Finish off the week by discovering different aspects of game creation, such as level design and game programming, as you prepare to join a team as a 3D Modeler.

In week two, establish an indie studio and learn the full development cycle of game production. Take the role of a 3D Modeler and work with other members of your team to design and create a game together. Use source control techniques for efficiently collaborating with peers, and continue building modeling skills. Learn how to unwrap models and create textures, then discover how to import your work into Unreal Engine. Prepare your game for its Launch Party at the end of the session!","['Palo Alto, CA', 'Irvine, CA', 'Atlanta, GA', 'Lake Forest, IL', 'Cambridge, MA', 'Chapel Hill, NC', 'Villanova, PA', 'Nashville, TN', 'Dallas, TX', 'Seattle, WA']",18,13,iDTech,Beginner-Advanced,3D Modeling and Game Art with Autodesk Maya,"Coding, Design, Game Development",https://www.idtech.com/courses/game-studio-3d-modeler-and-environment-artist
iD Coding & Engineering Academy | Two-week,"Get hands-on with the NVIDIA Jetson TX1 robot, the world's most advanced system for embedded visual computing. Start building with metal and electricity to construct the circuitry and power that will bring your robot to life. Once the nuts and bolts of the robot are assembled, begin coding with C++ and learn computing with Linux fundamentals.

After you get your c-legs and have a finished robot, pit crews must overcome a series of challenges: troubleshooting self-made circuitry, managing sensors, and leveraging computer vision to triumph in varied tasks of engineering and problem solving. Acquire college-level STEM principles of hands-on mechanics, critical thinking, and collaboration—vital skills for any future robotics engineer.","['Palo Alto, CA', 'Berkeley, CA', 'Los Angeles, CA', 'Lake Forest, IL', 'Cambridge, MA', 'Ann Arbor, MI', 'Princeton, NJ', 'New York, NY', 'Chapel Hill, NC', 'Houston, TX', 'Seattle, WA']",18,13,iDTech,Beginner-Advanced,Autonomous and Self-Driving Robotics Lab,"Coding, Robotics",https://www.idtech.com/courses/robotics-engineering-and-coding-lab
iD Game Design & Development Academy | Two-week,"Start the session by learning the fundamentals of C++ and Unreal Blueprints, two essential tools for developing games with Unreal Engine. Implement game mechanics and build coding skills to become an indispensable asset to your team. Round out week one by exploring different aspects of game creation like level design and 3D modeling.

During the second week, launch an indie studio and learn the full development cycle of game production to take your game from vision to playable prototype. Take the role of a Gameplay Programmer and work with the other members of your team to design and create a game together. Learn source control techniques for efficiently collaborating with peers, and continue building extensive coding skills. Prepare your game for the Launch Party at the end of the session!","['Palo Alto, CA', 'Irvine, CA', 'Atlanta, GA', 'Lake Forest, IL', 'Cambridge, MA', 'Chapel Hill, NC', 'Villanova, PA', 'Nashville, TN', 'Dallas, TX', 'Seattle, WA']",18,13,iDTech,Beginner-Advanced,C++ Programming and Unreal Game Development,"Coding, Design, Game Development",https://www.idtech.com/courses/game-studio-c-coder-and-gameplay-programmer
iD Coding & Engineering Academy | Two-week,"In our tech-driven world, the demand for cybersecurity professionals has never been greater. This course introduces cryptographic elements and obfuscation of information by solving complex puzzles and ciphers. See how encryption turns numbers, text, images, and sounds into a scrambled stream—and puts them all back together again. Then take a look into modern cybersecurity to see how these time-proven methods are still protecting information in the digital age.

After you've received your security clearance, learn how information can be hidden and stored in digital mediums like pictures, music, and videos. Dive into hashing and Linux, and discover the aspects of cryptography, security, and encryption needed to speak this new language and set out on a professional journey into this growing field.","['Kensington, London', 'Palo Alto, CA', 'Berkeley, CA', 'Los Angeles, CA', 'Coral Gables, FL', 'Lake Forest, IL', 'Cambridge, MA', 'Ann Arbor, MI', 'Princeton, NJ', 'New York, NY', 'Chapel Hill, NC', 'Houston, TX', 'Seattle, WA', 'Washington, D.C.']",18,13,iDTech,Beginner-Advanced,Cybersecurity Lab: Encryption and Steganography,Coding,https://www.idtech.com/courses/cybersecurity-lab-encryption-and-steganography
iD Coding & Engineering Academy | Two-week,"Dive right into C++ development to create your first game—but that’s just the beginning. Explore commonalities between games and find similarities in how their code is structured. Then dig into the code and discover which parts are designed to allow for quickly adding new content to the game.

Put this new knowledge to use by learning what code to keep and what to leave out by creating your own game engine! Build a foundation for any number of your game projects. Game engines not only save time at the start of each new project, they enable iteration on mechanics and balance until the game is perfect, and are an essential part of professional video game development.","['Kensington, London', 'Palo Alto, CA', 'Berkeley, CA', 'Los Angeles, CA', 'Coral Gables, FL', 'Lake Forest, IL', 'Cambridge, MA', 'Ann Arbor, MI', 'Princeton, NJ', 'Chapel Hill, NC', 'Houston, TX', 'Seattle, WA', 'Washington, D.C.']",18,13,iDTech,Beginner-Advanced,Game Engine Development With C++,"Coding, Game Development",https://www.idtech.com/courses/game-engine-development-with-c
iD Coding & Engineering Academy | Two-week,"It’s time to take C++ programming beyond the basics of variables and ""Hello, World"" and start really building. Master the fundamentals of this essential programming language by developing games throughout the session, complete with 2D graphics and custom controls. Knowing the syntax of C++ opens the door to the vast world of programming and development, whether you choose to build games or apps, or just want a head start for college.

With some C++ development under your belt, start making your games smarter with common algorithms crucial to game development, like pathfinding and map generation.","['Kensington, London', 'Palo Alto, CA', 'Berkeley, CA', 'Los Angeles, CA', 'Coral Gables, FL', 'Lake Forest, IL', 'Cambridge, MA', 'Ann Arbor, MI', 'Princeton, NJ', 'New York, NY', 'Chapel Hill, NC', 'Houston, TX', 'Seattle, WA', 'Washington, D.C.']",18,13,iDTech,Beginner-Advanced,Game Programming and Algorithms with C++,"Coding, Game Development",https://www.idtech.com/courses/game-programming-and-algorithms-with-c
iD Game Design & Development Academy | Two-week,"Begin the first week learning how to design a level using Unreal Engine 4. Create breathtaking game environments like castles and space stations and develop worldbuilding skills with this photoreal game engine. Finish the week by discovering different aspects of game creation, such as designing environmental art and game programming, then prepare to join a team as a Level Designer and create your own game.

In week two, establish an indie studio and learn the full development cycle of game production. Take your game from vision to playable prototype in the role of a Level Designer and work with the other members of your team to design and create a project together. Use source control techniques when collaborating with peers to ensure organization in your game development process. Build mood with visual storytelling and lighting techniques, then finish off a polished project with triggers and events.","['Palo Alto, CA', 'Irvine, CA', 'Atlanta, GA', 'Lake Forest, IL', 'Cambridge, MA', 'Chapel Hill, NC', 'Villanova, PA', 'Nashville, TN', 'Dallas, TX', 'Seattle, WA']",18,13,iDTech,Beginner-Advanced,Level Design and VR with Unreal and HTC Vive,"Coding, Design, Game Development",https://www.idtech.com/courses/game-studio-level-designer-and-vr-developer
iD Coding & Engineering Academy | Two-week,"If you had to choose between a computer or a doctor to detect and analyze early signs of cancer, which would you choose?

Why not both? Machine learning methods, while formalized in the 1950s, have only recently become powerful enough to make a huge impact. These deep learning methods have performed better at early cancer detection than professional radiologists! From image detection and Snapchat filters to Natural Language Processing and Siri, machine learning is ready to push our technology into the future.

Start with Python, TensorFlow, and a lot of data to begin coding desired behaviors and reward your computer for doing well! Tweak your reward schemes and adjust your data sets so your computer gets better at different tasks. As your program learns and grows because of your coding, you'll discover how to get your foot in the door of this exploding field of computing.","['Kensington, London', 'Palo Alto, CA', 'Berkeley, CA', 'Los Angeles, CA', 'Coral Gables, FL', 'Lake Forest, IL', 'Cambridge, MA', 'Ann Arbor, MI', 'Princeton, NJ', 'New York, NY', 'Chapel Hill, NC', 'Houston, TX', 'Seattle, WA', 'Washington, D.C.']",18,13,iDTech,Beginner-Advanced,Machine Learning andDeep Neural Networks,Coding,https://www.idtech.com/courses/machine-learning-and-deep-neural-networks
AcademyNEXT | Four-week,"This is the culminating experience in the iD Tech Pathway where we “Solve for Next.” We're gathering an elite team of the best and brightest iD Tech students to join us as we solve seemingly insurmountable, real-world problems with radical solutions, using breakthrough technologies. Over the course of four weeks, this coalition of dreamers and doers will use the latest in deep learning, data science, coding, artificial intelligence, and machine learning to make the world a better place. The changemakers of tomorrow that are selected for this program will be led by our finest instructors, inspired by industry experts, and scouted by top Silicon Valley recruiters who are turning to iD to help fill their talent pipeline.

After registering for this course, students will be required to submit a Skills Verification Survey. Students who don't respond to the survey or meet the minimum requirements may be required to register for a different experience.","['Palo Alto, CA']",19,16,iDTech,Advanced,Advanced Laboratory forEmerging Technologies,"Coding, Design, Robotics",https://www.idtech.com/courses/advanced-laboratory-for-emerging-technologies
